,tune,dataset
14637,3050_im_ready_now,train
14638,3051_the_hairy_chested_frog,train
14639,3052_la_bastringue,train
14640,3053_macphersons_rant,train
14641,3054_lady_mondegreen,validation
14642,3055_kathy_flahertys_claim_to_grace,train
14643,3056_bonaparte_crossing_the_alps,train
14644,3057_mrs,train
14645,3058_the_short_grass,train
14646,3059_captain_kelly,train
14647,305_the_humours_of_failure,validation
14648,3063_the_moving_pint,train
14649,3064_the_september,train
14650,3065_the_east_clare,train
14651,3066_the_croaking_frog,train
14652,3067_the_tottenham_reel,train
14653,3068_charles_oconnor,train
14654,3069_school_reels,train
14655,306_gan_ainm,train
14656,3070_coy_dun_artu_una_flor,validation
14657,3072_uncle_hermans,test
14658,3073_routin_linn,train
14659,3074_not_for_joe,train
14660,3076_hip_agus_hop,train
14661,3077_at_the_bend_in_the_road,train
14662,3079_harry-o,train
14663,307_saddle_the_pony,train
14664,3080_mill_na_maid,validation
14665,3081_john_brosnans,validation
14666,3082_trossachs_road,train
14667,3083_the_maid_of_feakle,train
14668,3084_the_braes_of_tulliemet,validation
14669,3085_dundee_city_police_pipe_band,validation
14670,3086_guzzle_together,train
14671,3088_peggys,test
14672,3089_rogha_an_ghabha,train
14673,308_tobins_favourite,train
14674,3091_i_have_two_yellow_goats,train
14675,3092_the_warlocks,test
14676,3093_follow_me_down_to_carlow,validation
14677,3095_the_rocking_chair,train
14678,3098_the_sandyburn,train
14679,309_sonny_murrays,validation
14680,30_off_to_california,train
14681,3101_well_all_away_to_sunniside,train
14682,3102_the_hammersmith_flyover,train
14683,3103_hamish_the_carpenter,train
14684,3104_the_weavers_delight,train
14685,3105_put_me_in_the_big_chest,train
14686,3106_the_stepping_stone,train
14687,3108_dai_promises_gondola,train
14688,3109_sandy_cameron,train
14689,310_the_home_ruler,train
14690,3110_helvic_head,train
14691,3112_con_carthys_favourite,train
14692,3113_leave_well_alone,train
14693,3114_eily_buckleys_fancy,train
14694,3115_the_thrashing_of_the_oats,train
14695,3116_the_mad,train
14696,3118_jimmy_o_the_bus,validation
14697,3119_the_fairhaired_boy,train
14698,311_colonel_rodgers_favourite,train
14699,3120_din_tarrants,train
14700,3122_fly_by_night,validation
14701,3123_mcdermotts,train
14702,3124_dick_cheneys_trip_to_the_unspecified_location,train
14703,3125_waiting_for_the_federals,test
14704,3126_medium_man,train
14705,3127_the_lisdoonvarna,train
14706,3128_neily_cleeres,validation
14707,3129_the_back_of_the_haggard,train
14708,312_the_good_natured_man,train
14709,3130_celtic_thunder,train
14710,3131_the_controversial,train
14711,3132_deep_channel,train
14712,3134_john_keanes,train
14713,3136_the_hostile_winds_of_controversy,train
14714,3137_above_and_beyond,validation
14715,3138_roumen_sirakovs_daichevo,train
14716,3139_crossing_the_tay_with_a_blind_man_and_a_dog,train
14717,313_the_fly_fishing,train
14718,3140_the_sailors_wife,test
14719,3142_ceol_agus_craic,train
14720,3143_the_kitten,validation
14721,3144_pat_enrights,train
14722,3145_up_and_about_in_the_morning,train
14723,3146_the_hawk,train
14724,3147_the_turnpike_gate,train
14725,3148_shake_the_rafters,train
14726,3149_around_the_world_for_sport,validation
14727,314_poor_but_happy_at_53,train
14728,3151_the_hangover_p,train
14729,3152_micho_russells,train
14730,3153_the_torrid_romance,train
14731,3154_roddy_mcdonalds_fancy,test
14732,3156_nelson_mandelas_welcome_to_glasgow,train
14733,3158_sulemans_kopanitsa,train
14734,3159_kolevs_kopanitsa,train
14735,315_john_burkes,train
14736,3160_the_flooded_road_to_glenties,test
14737,3161_the_first_pint,test
14738,3162_the_periwig,test
14739,3163_the_quiet_man,train
14740,3165_so_i_am_off_with_the_good_st,validation
14741,3167_danny_mackays,test
14742,3168_the_old_dudeen,test
14743,3169_the_long_strand,train
14744,316_boil_the_coffee_early,train
14745,3170_gschnitzt,train
14746,3171_leaving_for_boston,test
14747,3172_the_banks_of_newfoundland,validation
14748,3173_the_green_bridge,validation
14749,3174_bushindre,train
14750,3175_annies_favourite,train
14751,3176_bath_carnival,train
14752,3177_santorini,train
14753,3178_sailing_in,train
14754,317_paddy_whack,test
14755,3180_kerry_mills,test
14756,3181_illusionary_world,train
14757,3182_the_point_road,train
14758,3184_ruidhle_mo_nighean_donn,test
14759,3185_the_high_king,train
14760,3186_the_red_pen,train
14761,3188_the_solstice,validation
14762,3189_the_peacocks_frilocs,train
14763,318_shovel_the_walk,test
14764,3190_sommer_2003,train
14765,3191_my_cape_breton_home,train
14766,3192_the_first_steps,train
14767,3193_the_newfoundland,train
14768,3194_the_regal_slip,train
14769,3195_the_city_blooming,train
14770,3196_stonebyres,train
14771,3197_blodaur_drain,train
14772,3198_brians,train
14773,3199_the_merry_days_of_easter,train
14774,319_jerrys_beaver_hat,validation
14775,31_franc_aphoill,train
14776,3200_larry_the_beer_drinker,train
14777,3201_lough_key,train
14778,3202_mick_mcgarrys,test
14779,3205_the_return_to_miltown,test
14780,3206_pat_and_als,train
14781,320_the_bank_of_ireland,validation
14782,3210_the_return_to_camden_town,test
14783,3211_farewell_to_leitrim,train
14784,3212_colonel_rodneys,train
14785,3214_the_farewell,test
14786,3215_kiss_her_under_the_coverlet,test
14787,3216_fr,train
14788,3217_the_leaving_of_liverpool,train
14789,3218_daphnes_trousers,test
14790,3219_the_raspberry_bush,test
14791,321_the_woman_of_the_house,train
14792,3220_the_duple_triple,train
14793,3221_paddy_kellys,train
14794,3222_auld_wattie,validation
14795,3223_the_cuilcagh_mountains,train
14796,3224_tom_dowds_favourite,train
14797,3225_the_waddling_gander,train
14798,3226_paddys,train
14799,3227_joe_banes,train
14800,3228_the_blackwater,validation
14801,3229_gan_ainm,train
14802,322_the_green_fields_of_rossbeigh,validation
14803,3230_joe_banes,train
14804,3231_muineira_de_poio,validation
14805,3233_thompsons,train
14806,3234_sandansko_oro,test
14807,3235_aandowin_at_da_bow,train
14808,3236_muineira_de_ourense,validation
14809,3239_katy_is_waiting,train
14810,323_eddie_moloneys_favourite,train
14811,3240_the_cow_that_ate_the_blanket,test
14812,3241_miss_gaytons,test
14813,3242_good_friday,train
14814,3243_killeigh_abbey,train
14815,3244_andrew_carr,test
14816,3245_larrys_delight,train
14817,3246_dribbles_of_brandy,train
14818,3247_the_nervous_man,train
14819,3248_the_tornado_two_step,train
14820,3249_farewell_to_the_dene,train
14821,324_stan_chapmans,validation
14822,3250_the_derry,test
14823,3251_the_ladies_of_france,train
14824,3252_the_leitrim_fancy,train
14825,3253_the_pride_of_erin,train
14826,3254_the_lark_on_the_strand,train
14827,3255_the_victory,train
14828,3256_bidn_fheilim,train
14829,3257_up_leitrim,train
14830,3258_the_monument,test
14831,325_patsy_gearys,train
14832,3260_robinsons,train
14833,3261_is_the_big_man_within,train
14834,3262_lord_moiras_welcome_to_scotland,train
14835,3263_the_blue,train
14836,3264_my_tochers_the_jewel,train
14837,3265_the_margaree,train
14838,3267_dundar_street,train
14839,3268_the_old_wheel_of_fortune,validation
14840,3269_outward_bound,train
14841,326_billy_rushs,train
14842,3270_the_road_to_cashel,train
14843,3271_the_dance_of_the_honeybees,train
14844,3273_toss_the_salad,test
14845,3274_aoifes,test
14846,3276_lucky_lucky_day,test
14847,3277_the_trip_to_broadford,train
14848,3278_andy_mcganns,train
14849,3279_valse_frontenac,validation
14850,327_health_to_the_ladies,train
14851,3280_the_grindstone,train
14852,3281_johnny_from_gandsey,train
14853,3283_the_hills_of_connemara,train
14854,3284_the_willow,train
14855,3285_the_sliabh_aughty_march,validation
14856,3286_the_kilcar,train
14857,3287_son_ar_rost,train
14858,3288_the_lamb_on_the_lawn,train
14859,3289_bonnie_banchory,train
14860,328_the_waterbed,train
14861,3290_mccarthys,train
14862,3291_thomond_bridge,train
14863,3293_hugh_gillespies,train
14864,3295_bath_road,train
14865,3296_lameys,test
14866,3297_the_first_slip,validation
14867,3298_rachael_on_the_rock,validation
14868,3299_jack_is_yet_alive,train
14869,329_john_walshs,train
14870,32_the_friendly_visit,validation
14871,3301_lift_your_glass_to_the_landlady,validation
14872,3302_the_league,train
14873,3303_andy_mcganns,test
14874,3304_the_high_fiddle,validation
14875,3305_jackie_donnans,train
14876,3306_major_molle,test
14877,3307_the_reel_of_bogie,train
14878,3308_the_skaldister_view,test
14879,330_the_newmarket,train
14880,3310_kandahar,train
14881,3311_the_old_maid,train
14882,3312_leaving_friday_harbour,train
14883,3313_the_blue_pool,train
14884,3314_the_palm_tree,validation
14885,3315_varsovienne,train
14886,3316_varsovienne,train
14887,3317_the_moon_in_may,train
14888,3318_the_five_pound_flute,test
14889,3319_the_oyster_girl,test
14890,331_newmarket,train
14891,3320_hold_the_reins,validation
14892,3321_joe_derranes,train
14893,3323_the_lemonville,validation
14894,3324_the_slipper,train
14895,3325_jacksons,train
14896,3326_the_maids_in_the_meadow,validation
14897,3328_harry_bradleys,validation
14898,3329_the_ballroom_favourite,test
14899,332_the_white_petticoat,test
14900,3330_finbar_dwyers,train
14901,3332_finlays_delight,train
14902,3333_hunting_the_squirrel,train
14903,3334_erse_for_alba,train
14904,3337_port_debby,train
14905,3338_caha_mountains,train
14906,3339_careful_with_that_ale_eugene,test
14907,333_the_millers_maggot,train
14908,3340_up_in_the_garret,train
14909,3341_the_preston_city,train
14910,3342_the_ivory_flute,train
14911,3343_mick_hoys_recipe_for_boiled_cabbage,train
14912,3344_dermie_diamonds,test
14913,3345_the_absent_fiddler,train
14914,3346_paddy_faheys,train
14915,3347_the_duck,train
14916,3349_paul_cranfords_map_of_cape_breton,validation
14917,334_the_newmarket,train
14918,3350_hamish_hendersons_refusal,train
14919,3352_the_bluebell_polka,train
14920,3353_farewell_to_lisheen,train
14921,3354_knocknagow,train
14922,3355_seamus_devaneys,train
14923,3356_chassepain,validation
14924,3357_paddy_mcgintys,test
14925,3358_le_24_juin,train
14926,3359_the_sliabh_league_schottische,train
14927,335_sliabh_russell,train
14928,3360_jock_wilson_o_fenton,train
14929,3361_elaine_mahoneys,validation
14930,3363_trip_to_skye,train
14931,3364_the_cheviot_rant,train
14932,3365_the_pleasures_of_home,validation
14933,3366_boy-girl_tune,train
14934,3367_watermans,train
14935,3368_paddy_joes_highland,train
14936,3369_the_lilting_fisherman,validation
14937,336_the_pipers_despair,validation
14938,3370_the_marine,train
14939,3371_the_mccusker_brothers,train
14940,3373_the_dinnington_rant,train
14941,3374_the_cocks_pecked_the_putty_out,train
14942,3375_the_hot_ashpelt,train
14943,3376_durham_rangers,validation
14944,3377_the_boys_of_lough_gowna,train
14945,3378_mccails,train
14946,3379_farewell_to_killeavy,train
14947,337_the_wonder,train
14948,3382_johnny_boyles,train
14949,3384_round_the_corner,validation
14950,3385_the_apple_tree,test
14951,3387_les_marionnettes,test
14952,3388_early_rising,train
14953,338_paddy_on_the_turnpike,train
14954,3390_master_shane,train
14955,3391_centers_bonnet,train
14956,3392_chips_and_shavings,train
14957,3393_cavan_potholes,validation
14958,3394_see_emily_fly,train
14959,3395_miss_walsh,validation
14960,3396_james_browns,train
14961,3397_down_the_glen,validation
14962,3398_une_autre_fois,train
14963,3399_out_on_the_roof,test
14964,339_paddy_goes_to_hell,train
14965,33_farewell_to_ireland,test
14966,3400_paddy_raffertys_favourite,train
14967,3402_the_dursey_sound,validation
14968,3405_madra_mor_madra_beag,validation
14969,3406_newcastle_bridge,train
14970,3407_the_burning_heather,train
14971,3408_dear_tobacco,train
14972,3410_the_ballyvourney,train
14973,3411_the_mist-covered_mountains_of_home,test
14974,3414_hurlocks,train
14975,3415_put_the_kettle_on,test
14976,3416_marcha_de_breixo,train
14977,3417_the_grian_ri,validation
14978,3418_my_former_wife,train
14979,3419_all_hands_upon_deck,train
14980,341_the_fox_on_the_town,train
14981,3420_old_grey_cat,train
14982,3422_carolans_cup,train
14983,3425_waiting_for_janet,train
14984,3426_the_dorrington_lads,train
14985,3427_i_feel_a_smile_coming_on,train
14986,3428_muineira_del_sol,train
14987,3429_the_ross_battery,train
14988,342_the_cats_meow,train
14989,3431_the_kilfenora,test
14990,3432_the_rambling_idiot,test
14991,3433_peaceful_river,train
14992,3434_garrett_barrys,validation
14993,3435_waiting_for_a_call,validation
14994,3436_gan_ainm,train
14995,3437_scully_caseys,train
14996,3438_the_ewe,train
14997,3439_the_grumbler,train
14998,343_the_boys_of_the_lough,test
14999,3441_charming_lovely_nancy,test
15000,3442_craigs,test
15001,3443_the_gentle_giant,train
15002,3444_speed_the_traktor,train
15003,3445_the_cat_in_the_cupboard,train
15004,3446_the_ceanngulla,train
15005,3447_a_yowe_came_to_wir_door_yarmin,test
15006,3448_the_misconception,train
15007,3449_let_the_sleeping_cat_lie,train
15008,344_the_bunch_of_keys,train
15009,3450_lochailort_fiddlers,train
15010,3451_an_amaid,train
15011,3453_galway_bay,validation
15012,3454_the_top_of_the_maol,validation
15013,3455_alec_hercher,train
15014,3456_bimd_ag_l,validation
15015,3457_columba_wards,validation
15016,3458_green_garters,train
15017,3459_the_acrobat,train
15018,345_the_lilting_fisherman,train
15019,3460_the_doon-hingin_tie,train
15020,3461_magic_foot,train
15021,3462_sean_hayes,train
15022,3463_the_spring_wind,train
15023,3464_the_fort_of_the_fairy_queen,train
15024,3465_tammie_anderson,train
15025,3466_the_black_cock_o_whickham,train
15026,3467_gan_ainm,train
15027,3468_the_night_before,train
15028,3469_peach_blossoms,test
15029,346_music_for_a_found_harmonium,train
15030,3470_willy_taylors,train
15031,3471_nancy,train
15032,3472_the_leitrim_bucks,train
15033,3473_uist,train
15034,3475_ciaran_bensons_delight,train
15035,3476_siuns,train
15036,3477_the_tyred_fiddle,train
15037,3478_drive_hawkie_through_the_water,validation
15038,3479_j._b,validation
15039,347_martin_wynnes,train
15040,3480_the_flowers_in_bloom,test
15041,3481_mike_cooneys_fancy,validation
15042,3482_the_bluebirds_schottische,train
15043,3484_adeles_bath,validation
15044,3485_sullys,test
15045,3486_the_hens_march_through_the_midden,test
15046,3487_the_discovery,validation
15047,3489_la_grande_chaine,train
15048,3490_the_quarrelsome_piper,validation
15049,3491_gigue_de_joliette,test
15050,3492_cambridge_caravan_catastrophy,train
15051,3493_levantines_barrel,train
15052,3495_the_lobster,test
15053,3496_charley_frances_and_ivan,validation
15054,3498_the_girls_of_knocknagow,test
15055,3499_mccuskers,validation
15056,349_three_steps_forward_two_steps_back,train
15057,34_the_frieze_breeches,train
15058,3500_dashing_white_eejit,test
15059,3501_the_gosson_that_bate_his_father,train
15060,3502_to_catch_a_cat,train
15061,3503_the_old_legacy,train
15062,3505_barring_controversy,validation
15063,3506_bentons,test
15064,3508_father_dollards,train
15065,3509_john_roartys,train
15066,350_the_torn_jacket,validation
15067,3510_the_pipers_glass,test
15068,3511_trotting_to_larne,train
15069,3512_captain_carswell,train
15070,3513_the_broken_torc,validation
15071,3514_whinhams,train
15072,3515_jamesy_gannons,train
15073,3516_harvey_street,test
15074,3517_roscommon_hills,train
15075,3518_the_monkey_woman_and_the_psionic_boy,train
15076,3519_cape_bretons_own,test
15077,351_the_hag_with_the_money,train
15078,3520_lynchs,validation
15079,3521_the_changelings,test
15080,3522_skeltons,train
15081,3523_biddy_from_muckross,test
15082,3524_the_bogannach,test
15083,3525_the_jubilee,train
15084,3526_stumpie,train
15085,3527_alex_burkes,train
15086,3529_mick_carrs,train
15087,352_skidoo,test
15088,3530_the_bark_in_the_morning,test
15089,3531_sligo_creek,train
15090,3532_aggie_whites,train
15091,3533_the_crucaharan_cross,train
15092,3534_bootss,train
15093,3535_the_concertina,train
15094,3536_lynchs,train
15095,3538_the_one_night_fling,train
15096,3539_morecambe_bay,validation
15097,353_the_tinkers_daughter,train
15098,3540_the_limerick_tinker,train
15099,3541_the_blue-eyed_rascal,test
15100,3542_dermot_mcloughlins,test
15101,3543_the_deers,train
15102,3544_freds_favourite,train
15103,3545_redesdale,train
15104,3546_tiny_the_trooper,train
15105,3548_the_western,train
15106,3549_ill_touzle_your_kurchy,train
15107,354_dave_collins,validation
15108,3550_seo_uileo_thoil,validation
15109,3551_the_hesleyside,train
15110,3552_the_tuesday,validation
15111,3553_jeg_ser_deg_sote_lam,train
15112,3554_dedicated_to_you,validation
15113,3555_john_oconnor,train
15114,3556_reel_dissoudun,train
15115,3557_the_lurgan,train
15116,3558_jack_gilders_beard,train
15117,355_the_cat_that_ate_the_candle,train
15118,3560_barr_na_cuille,validation
15119,3561_the_nova_scotia,train
15120,3562_come_let_us_dance_and_sing,train
15121,3563_light_and_airy,train
15122,3564_pretty_maggie_morrissey,train
15123,3567_michael_gaffneys,train
15124,3569_scotch_mist,train
15125,356_harvest_storm,train
15126,3570_the_winster_gallop,train
15127,3571_the_ninja_and_the_pirate,validation
15128,3572_mick_carrs,train
15129,3573_shepherds_hey,test
15130,3574_caught_in_the_middle,validation
15131,3575_la_partida,train
15132,3576_stolen_apples,validation
15133,3577_danny_abs,train
15134,3578_george_i,train
15135,3579_scotty_fitzgeralds,train
15136,357_denis_murphys,test
15137,3581_the_bold_huzzar,train
15138,3582_dancin_at_the_gate,train
15139,3583_the_bonnie_isle_o_whalsey,test
15140,3585_my_home,train
15141,3586_nancys,validation
15142,3587_the_otters,validation
15143,3588_me_mothers,validation
15144,3589_pretty_pepper,train
15145,358_behind_the_haystack,train
15146,3590_the_green_hills_of_tyrol,train
15147,3591_eddies_monaghan_twig,validation
15148,3592_anster_market,test
15149,3593_horses_bransle,train
15150,3594_johnny_spillanes_favourite,test
15151,3597_mcconnells,train
15152,3598_the_green_hills_of_tyrol,train
15153,3599_highway_to_kilkenny,train
15154,359_martin_wynnes,train
15155,35_the_jig_of_slurs,train
15156,3601_the_three_note,train
15157,3602_lamb_skinnet,train
15158,3603_hommage_a_dorothe,train
15159,3604_oconnors_frolics,train
15160,3605_flatleys,train
15161,3606_the_three-mile_bridge,train
15162,3607_lament_for_staker_wallace,train
15163,3608_take_the_whistle,validation
15164,360_happy_birthday,train
15165,3610_grayton_beach,validation
15166,3611_an_peata_sa_chistineach,train
15167,3612_not_safe_with_a_razor,validation
15168,3615_im_waiting_for_you,train
15169,3616_frankie_kennedys,train
15170,3617_solo,train
15171,3619_the_waltz_of_happiness,train
15172,361_the_kylebrack_rambler,train
15173,3620_frank__julie_leahys,validation
15174,3621_bill_burnettes,train
15175,3622_saturday,train
15176,3625_the_minnesota,validation
15177,3626_the_miller_of_drone,train
15178,3627_patrick_maloneys_favourite,test
15179,3628_mockingbird_hill,train
15180,3629_tee_tie_tum_tittle_tee,train
15181,362_the_mouse_in_the_mug,train
15182,3630_the_echo,train
15183,3631_babes_in_the_wood,test
15184,3632_juniper_island,train
15185,3633_bishop_faber_macdonalds,train
15186,3634_the_twins_delight,train
15187,3635_skipper_lost_his_guernsey,train
15188,3636_the_blacksmiths_daughter,test
15189,3637_the_keel_row,validation
15190,3638_juniper,train
15191,3639_minnie_and_alexs,train
15192,363_the_drunken_landlady,train
15193,3640_the_barren_rocks_of_aden,train
15194,3641_cascade,train
15195,3643_johnny_wilmots_fiddle,validation
15196,3644_the_one-horned_sheep,test
15197,3646_the_feakle_fiddle,test
15198,3647_armands,test
15199,3649_whats_the_craic,train
15200,364_gerry_commanes,train
15201,3650_murdos_wedding,train
15202,3652_naked_and_bare,validation
15203,3653_hunting_the_hare,train
15204,3655_the_centenary,train
15205,3656_the_sirius,train
15206,3657_loch_ruan,train
15207,3658_gan_ainm,train
15208,3659_the_old_crossroads,train
15209,365_the_cat_rambles_to_the_childs_saucepan,train
15210,3661_the_ballymun_regatta,train
15211,3662_down_the_wild_river,test
15212,3663_bobbin_john,train
15213,3664_tangas,train
15214,3665_the_portland,train
15215,3666_mr,validation
15216,3667_the_keys_to_the_door,test
15217,3669_bill_charltons_fancy,test
15218,366_the_hound_of_ulster,train
15219,3670_the_frog,train
15220,3671_the_old_road_to_garry,train
15221,3672_bonnets_so_blue,train
15222,3673_the_irish_jig,train
15223,3674_tarantella,train
15224,3675_the_irish_american,train
15225,3676_the_new_york,test
15226,3678_the_one_horned_cow,test
15227,3679_harvest_moon,train
15228,367_mayor_harrisons_fedora,test
15229,3680_billy_borndrunks,validation
15230,3681_the_ballyfin,train
15231,3682_tom_martins,train
15232,3683_the_rain_in_slane,train
15233,3684_air_for_a_whistle,train
15234,3685_daisy_rose,test
15235,3687_the_four-leafed_shamrock,train
15236,3688_jack_in_the_green,train
15237,3689_fjynnasvalsen,train
15238,368_the_old_torn_petticoat,test
15239,3690_the_skye_boat_song,test
15240,3691_mike_hobans_air,test
15241,3692_the_cambo,validation
15242,3693_glen_ogle,test
15243,3694_the_village,test
15244,3696_springar,validation
15245,3697_davy-davy_knick-knack,train
15246,3699_reinlender_etter_tobias_ysleb,train
15247,369_the_longford_tinker,train
15248,36_the_golden_keyboard,train
15249,3700_mynydd_yr_heliwr,test
15250,3701_katies_fancy,validation
15251,3704_planxty_monaghan,validation
15252,3705_vivement_vendredi,train
15253,3707_the_fife_hunt,train
15254,3708_the_etruscan,train
15255,3709_meeting_gigi,train
15256,370_jennys_welcome_to_charlie,train
15257,3710_le_reel_de_laveugle,train
15258,3714_shetlands,validation
15259,3715_the_huckleberry,train
15260,3716_michaels_matches,validation
15261,3718_miss_shepherd,test
15262,371_bang_your_frog_on_the_sofa,train
15263,3720_the_dublin_fiddler,validation
15264,3721_tarantella,train
15265,3722_memories_of_sligo,train
15266,3723_la_galerie_pourrite,train
15267,3725_chausey,train
15268,3726_itsbynne,train
15269,3727_newcastle,train
15270,3729_the_dance_of_ganesh,test
15271,372_the_munster,test
15272,3730_galician_muieira,train
15273,3731_zoes,train
15274,3732_the_banks_of_the_shannon,train
15275,3733_pedar_bis,train
15276,3734_crehans_kitchen,train
15277,3735_john_learys,train
15278,3737_sifulot,train
15279,3739_a_thousand_farewells,train
15280,373_connie_the_soldier,train
15281,3740_the_cornhill,train
15282,3741_molly_on_the_shore,train
15283,3743_the_inverness_fiddler,train
15284,3744_breeches_mary,train
15285,3745_the_sailors_cravat,train
15286,3746_the_brides_favourite,train
15287,3747_john_browns_body,train
15288,3748_because_he_was_a_bonny_lad,train
15289,3749_the_klezmer,validation
15290,374_toss_the_fiddles,train
15291,3751_the_bob_wi_the_one_horn,validation
15292,3752_the_well-bred_foal,train
15293,3753_the_branch_line,validation
15294,3754_the_red_rose,test
15295,3755_wiltshire_six_hand,validation
15296,3756_the_bob_wi_two_horns,train
15297,3757_the_man_from_skye,train
15298,3758_a_short_journey,train
15299,3759_thomas_macdonnells,test
15300,375_sandy_macintyres_trip_to_boston,train
15301,3760_the_queen_of_may,train
15302,3761_saltarello,train
15303,3762_keeping_mary_up_late,validation
15304,3763_one_glass_more,test
15305,3764_do_ye_ken_john_peel,train
15306,3765_the_bucklebury,test
15307,3766_the_lovers,test
15308,3767_reel_de_gasp,train
15309,3768_dancing_feet,train
15310,3769_the_banshees_cry,validation
15311,376_the_providence,train
15312,3770_the_miller_o_hirn,train
15313,3771_the_piper_of_drummons,train
15314,3772_the_market_town,train
15315,3773_lucky_thirteen,train
15316,3774_drobe,train
15317,3777_nellies,train
15318,3779_miss_mcdonald,test
15319,377_ellen_ogrady,train
15320,3780_drobe_de_guingamp,test
15321,3783_the_didda,train
15322,3784_bondpolska,train
15323,3785_the_spirit,train
15324,3786_rodneys_glory,test
15325,3787_dunga__the_badger,train
15326,3788_sam_cormiers,train
15327,378_redicans_mother,validation
15328,3791_lt._col._p.w,train
15329,3792_allan_ramsey,train
15330,3793_farewell_to_edinburgh,train
15331,3794_sullys_no,validation
15332,3796_the_absent-minded_woman,test
15333,3797_eleanor_kanes,train
15334,3798_the_swalwell_lasses,train
15335,3799_gan_ainm,train
15336,379_the_return_home,train
15337,37_the_gold_ring,test
15338,3802_mary_brennans_favourite,validation
15339,3804_kelly_the_rake,train
15340,3805_gan_ainm,train
15341,3806_the_first_month_of_spring,train
15342,3807_the_fairies_revels,train
15343,3808_the_land_of_sunshine,train
15344,3809_flatbush,train
15345,380_jenny_dang_the_weaver,train
15346,3810_the_fairies_revels,train
15347,3811_the_south_shield_lasses,train
15348,3812_the_stonehaven,train
15349,3813_the_atlantic_roar,train
15350,3815_the_climbing_rose,train
15351,3816_dennis_cooneys,train
15352,3817_conlaghs_big_day,train
15353,3818_walking_on_the_moon,validation
15354,3819_toms,train
15355,381_i_buried_my_wife_and_danced_on_her_grave,test
15356,3820_tammy_sullivan,train
15357,3821_shannandoah_falls,train
15358,3822_i_wont_be_a_nun,train
15359,3823_the_humours_of_castle_bernard,train
15360,3825_the_american_polka,train
15361,3826_the_boys_from_wexford,train
15362,3827_the_buckfast_5,validation
15363,3828_the_spicy,train
15364,3829_bowna,train
15365,382_the_battering_ram,test
15366,3830_my_love_is_like_a_red_red_rose,validation
15367,3831_kelly_the_boy_from_killane,train
15368,3832_kirkhill,train
15369,3833_the_heights_of_cassino,test
15370,3834_gan_ainm,train
15371,3835_john_brosnans,test
15372,3836_plevin,train
15373,3837_rannie_maclellans,train
15374,3838_the_pub_with_no_beer,train
15375,3839_the_tartar_frigate,validation
15376,3840_gan_ainm,train
15377,3841_the_corsair,train
15378,3842_the_lisnagun,train
15379,3843_bernie_oldrids_boots,validation
15380,3845_celina,train
15381,3846_gan_ainm,train
15382,3847_reel_saint-antoine,train
15383,384_the_dublin,train
15384,3850_the_green_meadow,train
15385,3851_the_view_across_the_valley,train
15386,3852_le_bon_chien,train
15387,3853_port_muiris__dlaigh,test
15388,3854_poon_hill,test
15389,3855_a_fish_out_of_water,train
15390,3856_gan_ainm,train
15391,3857_kate_martins,test
15392,3858_the_last_inn,train
15393,3859_the_kings,train
15394,385_saint_patricks_day,train
15395,3860_the_primrose_polka,train
15396,3861_the_baker,validation
15397,3864_the_honeybee,train
15398,3865_gordons_favourite,train
15399,3866_min_vei_er_lang,train
15400,3867_the_cat_in_the_corner,train
15401,3868_sproggies,train
15402,386_the_galtee_hunt,train
15403,3870_kalamatianos,train
15404,3872_lord_lovats_lament,validation
15405,3873_the_maids_of_ardnaree,test
15406,3874_the_red_knickers,train
15407,3875_the_nameless_lassie,train
15408,3876_triplets_for_breakfast,train
15409,3877_rosbif,train
15410,3878_mairi_bhan_og,train
15411,3879_between_the_strings,test
15412,387_sixpenny_money,train
15413,3880_jenny_nettles,train
15414,3881_bjrns,train
15415,3883_major_graham,test
15416,3887_we_wont_go_home_till_morning,validation
15417,3888_colemans,train
15418,3889_kenny_macdonalds,train
15419,388_the_drops_of_brandy,train
15420,3890_mn_na_hireann,validation
15421,3893_the_woods_of_old_limerick,validation
15422,3894_on_the_strand,train
15423,3895_big_johns,train
15424,3896_lucy_farrs,train
15425,3897_a_visit_to_ireland,test
15426,3898_taoing_the_mark,train
15427,3899_mccahills,train
15428,389_the_eavesdropper,test
15429,38_the_galway,train
15430,3900_the_gentleman_soldier,train
15431,3901_the_humours_of_quarry_cross,train
15432,3903_costumi_siciliane,train
15433,3904_the_kerry_cobbler,train
15434,3906_the_arms_dealers_daughter,train
15435,3909_mympwy_portheinon,train
15436,390_the_famous_ballymote,train
15437,3910_gan_ainm,train
15438,3911_pirrie_wirrie,train
15439,3912_the_new_land,train
15440,3913_wedding_march,validation
15441,3915_mcsweeneys,validation
15442,3916_tonn_teine,train
15443,3917_sunny_corner,test
15444,3919_andy_broons,train
15445,391_the_bag_of_potatoes,train
15446,3920_john_spence_of_uyeasound,train
15447,3922_the_sound_of_mull,train
15448,3923_the_fifty,train
15449,3924_john_mcgraths,train
15450,3925_lucy_farrs,train
15451,3926_nathans_study,train
15452,3927_lucy_farrs,validation
15453,3928_altas,validation
15454,3929_the_hazel_shrubbery,validation
15455,392_the_sad_man_and_the_sea,train
15456,3930_tom_moylans_frolic,train
15457,3931_itchy_fingers,train
15458,3932_la_luna_schottische,train
15459,3934_every_good_boy_does_fine,train
15460,3935_hamnataing,validation
15461,3936_a_scone_for_breakfast,validation
